District,Crime Attribute,Crime Measure
Bagalkot,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Other Railways (Value),0
Bagalkot,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Banks (Number),0
Bagalkot,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Banks (Value),0
Bagalkot,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Commercial Establishments (Number),0
Bagalkot,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Commercial Establishments (Value),0
Bagalkot,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Other Places (Number),1
Bagalkot,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Total (Number),4
Bagalkot,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Total (Value),125130
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Number),0
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Value),227465
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Number),1
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Value),21631
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Number),0
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Value),0
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Number),0
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Value),0
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Number),0
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Value),0
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Other Railways (Number),0
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Other Railways (Value),0
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Number),0
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Value),0
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Number),0
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Value),32786
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Other Places (Number),11
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Total (Number),15
Bagalkot,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Total (Value),914433
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Number),70
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Value),6130330
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Number),0
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Value),0
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Number),0
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Value),0
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Number),0
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Value),0
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Number),0
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Value),0
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Number),11
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Value),50432
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Number),16
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Value),726394
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Other Places (Number),0
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Other Places (Value),0
Bagalkot,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Total (Value),6907156
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Number),45
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Value),2737420
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Number),0
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Value),0
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Number),0
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Value),0
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Number),0
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Value),0
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Number),0
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Value),0
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Number),0
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Value),0
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Number),36
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Value),1382233
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Other Places (Number),54
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Total (Number),136
Bagalkot,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Total (Value),6266011
Bangalore City,Other IPC Crimes (Incidence (I) of Cognizable Crimes (IPC)),8048
Bangalore City,Other Theft (Incidence (I) of Cognizable Crimes (IPC)),4429
Bangalore City,Preparation & Assembly For Dacoity (Incidence (I) of Cognizable Crimes (IPC)),331
Bangalore City,Act Cases Committed Against Scs / Sts (Total),98
Bangalore City,Counterfeiting (Incidence (I) of Cognizable Crimes (IPC)),58
Bangalore City,Dacoity (Incidence (I) of Cognizable Crimes (IPC)),199
Bangalore City,Arson  (Incidence),3
Bangalore City,Act Cases Committed Against Scs / Sts (Percentage),6.6
Bangalore City,Total Complaints,31965
Bangalore City,Category of Complaints Received Oral,5081
Bangalore City,Category of Complaints Received Written,25266
Bangalore City,Category of Complaints Received Distress Call Over Phone 100,335
Bangalore City,Category of Complaints Received Complaints Nitiated Suomoto by Police,1281
Bangalore City,Total (Number of Case Registered Under),31965
Bangalore City,IPC (Number of Case Registered Under),29374
Bangalore City,SLL (Number of Case Registered Under),2590
Bangalore City,Incidence of Total Cog.Crimes (IPC),31965
Bangalore City,Percentage Contribution to Karnataka Total (IPC),20.6
Bangalore City,Rank of Criminality (IPC),0
Bangalore City,Incidence of Total Cog.Crimes (SLL),2590
Bangalore City,Percentage Contribution to Karnataka Total (SLL),15.0
Bangalore City,Rank of Criminality (SLL),15
Bangalore City,Murder (Incidence),225
Bangalore City,Attempt to Commit Murder (Incidence),446
Bangalore City,C.H. Not Amounting to Murder  (Incidence),2
Bangalore City,Kidnapping & Abduction Total (Incidence),555
Bangalore City,Kidnapping & Abduction of Others (Incidence),355
Bangalore City,Dacoity (Incidence),41
Bangalore City,Preparation & Assembly For Dacoity (Incidence),331
Bangalore City,Burglary  (Incidence),1273
Bangalore City,Theft Total (Incidence),10226
Bangalore City,Auto Theft (Incidence),5797
Bangalore City,Other Theft (Incidence),4429
Bangalore City,Criminal Breach of Trust (Incidence),147
Bangalore City,Cheating (Incidence),3060
Bangalore City,Counterfeiting (Incidence),58
Bangalore City,Hurt  (Incidence),2839
Bangalore City,Death By Negligence (Incidence),104
Bangalore City,Other IPC Crimes (Incidence),8048
Bangalore City,Total Cognizable Crimes Under IPC (Incidence),29374
Bangalore City,Arms Act (Incidence),24
Bangalore City,Narcotic Drugs and Psychotropic Substances Act (Incidence),49
Bangalore City,Gambling Cases (Incidence),269
Bangalore City,Excise Act (Incidence),231
Bangalore City,Prohibition Act (Incidence),0
Bangalore City,Explosives and Explosive Substances Act (Incidence),6
Bangalore City,Immoral Traffic (Prevention) Act (Incidence),174
Bangalore City,Indian Railways Act (Incidence),0
Bangalore City,Registration of Foreigners Act (Incidence),83
Bangalore City,Protection of Civil Rights Act (Incidence),0
Bangalore City,Indian Passport Act (Incidence),106
Bangalore City,Essential Commodities Act (Incidence),39
Bangalore City,Terrorist & Disruptive Activities Act (Incidence),0
Bangalore City,Antiquity & Art Treasure Act (Incidence),0
Bangalore City,Dowry Prohibition Act (Incidence),586
Bangalore City,Child Marriage Restraint Act (Incidence),2
Bangalore City,Indecent Representation of Women (P) Act (Incidence),0
Bangalore City,Copyright Act (Incidence),145
Bangalore City,Sati Prevention Act (Incidence),0
Bangalore City,Forest Act (Incidence),0
Bangalore City,Other SLL Crimes (Incidence),769
Bangalore City,Total Cognizable Crimes Under SLL (Incidence),2590
Bangalore City,Number of Cases Reported Under C.H. Not Amounting to Murder,2
Bangalore City,Number of Cases Reported Under Dacoity,41
Bangalore City,Number of Cases Reported Under Preparation and Assembly For Dacoity,331
Bangalore City,Number of Cases Reported Under Robbery,759
Bangalore City,Number of Cases Reported Under Riots,378
Bangalore City,Number of Cases Reported Under Arson,3
Bangalore City,Number of Cases Reported Under Total Violent Crimes,2890
Bangalore City,Number of Cases Reported Under Percentage Share to All Karnataka Crimes,17.8
Bangalore City,Number of Cases Reported Under Percentage to Total Cognizable Crimes Under IPC,1.9
Bangalore City,Number of Cases Reported Under Gain Murder (C.H.),16
Bangalore City,Number of Cases Reported Under Gain CHNA (C.H.),0
Bangalore City,Number of Cases Reported Under Property Dispute Murder (C.H.),4
Bangalore City,Number of Cases Reported Under Property Dispute CHNA (C.H.),0
Bangalore City,Number of Cases Reported Under Personal Vendetta Or Enmity Murder (C.H.),24
Bangalore City,Number of Cases Reported Under Personal Vendetta Or Enmity CHNA (C.H.),0
Bangalore City,Number of Cases Reported Under Love Affairs / Sexual Causes Murder (C.H.),6
Bangalore City,Number of Cases Reported Under Love Affairs / Sexual Causes CHNA (C.H.),0
Bangalore City,Number of Cases Reported Under Dowry Murder (C.H.),0
Bangalore City,Number of Cases Reported Under Dowry CHNA (C.H.),0
Bangalore City,Number of Cases Reported Lunacy Murder (C.H.),0
Bangalore City,Number of Cases Reported Lunacy Murder CHNA (C.H),0
Bangalore City,Number of Cases Reported Witchcraft Murder (C.H.),0
Bangalore City,Number of Cases Reported Witchcraft CHNA (C.H.),0
Bangalore City,Number of Cases Reported For Political Reasons Murder (C.H.),0
Bangalore City,Number of Cases Reported For Political Reasons CHNA (C.H.),0
Bangalore City,Number of Cases Reported  By Terrorist /Extremists Murder (C.H.),0
Bangalore City,Number of Cases Reported  By Terrorist /Extremists CHNA (C.H.),0
Bangalore City,Number of Cases Reported Communalism Murder (C.H.),0
Bangalore City,Number of Cases Reported Communalism CHNA  (C.H.),0
Bangalore City,Casteism Murder (C.H.),0
Bangalore City,Casteism CHNA (C.H.),0
Bangalore City,Number of Cases Reported Under Class Conflict Murder (C.H.),0
Bangalore City,Number of Cases Reported Under Class Conflict CHNA (C.H.),0
Bangalore City,Number of Cases Reported Under Other Motives Murder (C.H.),170
Bangalore City,Number of Cases Reported Under Other Motives CHNA (C.H.),0
Bangalore City,Number of Cases Reported Under Total CHNA (C.H.),2
Bangalore City,Number of Victims Upto 10 Years (Males),0
Bangalore City,Number of Victims Upto 10 Years (Females),2
Bangalore City,Number of Victims Upto 10 Years (Total),3
Bangalore City,Number of Victims 11 - 15 Years (Males),0
Bangalore City,Number of Victims 11 - 15 Years (Females),0
Bangalore City,Number of Victims 11 - 15 Years (Total),0
Bangalore City,Number of Victims 16 - 18 Years (Males),1
Bangalore City,Number of Victims 16 - 18 Years (Females),0
Bangalore City,Number of Victims 16 - 18 Years (Total),1
Bangalore City,Number of Victims 19 - 30 Years (Males),61
Bangalore City,Number of Victims 19 - 30 Years (Females),8
Bangalore City,Number of Victims 19 - 30 Years (Total),69
Bangalore City,Number of Victims 31 - 50 Years (Males),80
Bangalore City,Number of Victims 31 - 50 Years(Females),50
Bangalore City,Number of Victims 31 - 50 Years (Total),130
Bangalore City,Number of Victims 31 - 50 Years (Males),0
Bangalore City,Number of Victims 31 - 50 Years (Total),0
Bangalore City,Number of Victims Above 50 Years (Males),7
Bangalore City,Number of Victims Above 50 Years (Females),5
Bangalore City,Number of Victims Above 50 Years (Total),13
Bangalore City,Number of Victims Above 50 Years (Females),0
Bangalore City,Number of Victims Above 50 Years (Total),0
Bangalore City,Number of Victims CH Not Amounting to Murder Upto 10 Years (Males),0
Bangalore City,Number of Victims CH Not Amounting to Murder Upto 10 Years (Females),0
Bangalore City,Number of Victims CH Not Amounting to Murder Upto 10 Years (Total),0
Bangalore City,Number of Victims CH Not Amounting to Murder 11 - 15 Years (Males),0
Bangalore City,Number of Victims CH Not Amounting to Murder 11 - 15 Years (Females),0
Bangalore City,Number of Victims CH Not Amounting to Murder 11 - 15 Years (Total),0
Bangalore City,Number of Victims CH Not Amounting to Murder 16 - 18 Years (Males),0
Bangalore City,Number of Victims CH Not Amounting to Murder 16 - 18 Years (Total),0
Bangalore City,Number of Victims CH Not Amounting to Murder 19 - 30 Years (Males),2
Bangalore City,Number of Victims CH Not Amounting to Murder 19 - 30 Years (Females),0
Bangalore City,Number of Victims CH Not Amounting to Murder 19 - 30 Years (Total),2
Bangalore City,Number of Victims 31 - 50 Years (Females),0
Bangalore City,Number of Victims Above 50 Years(Males),0
Bangalore City,Number of Victims Total of All Age Groups (Males),152
Bangalore City,Number of Victims Total of All Age Groups (Females),72
Bangalore City,Number of Victims Total of All Age Groups (Total),225
Bangalore City,Number of Victims Total of All Age Groups (Males),2
Bangalore City,Number of Victims Total of All Age Groups (Females),0
Bangalore City,Number of Victims Total of All Age Groups (Total),2
Bangalore City,Unidentified Bodies Recovered and Inquest Conducted,408
Bangalore City,Total Number of Cases Reported (Age Group and Gender Wise Victims),555
Bangalore City,Sex Wise / Group Wise Upto 10 Years (Males),1
Bangalore City,Sex Wise / Group Wise Upto 10 Years (Females),2
Bangalore City,Sex Wise / Group Wise 11 - 15 Years (Males),1
Bangalore City,Sex Wise / Group Wise 11 - 15 Years (Females),11
Bangalore City,Sex Wise / Group Wise 16 - 18 Years (Males),12
Bangalore City,Sex Wise / Group Wise 16 - 18 Years (Females),2
Bangalore City,Sex Wise / Group Wise 19 - 30 Years (Males),323
Bangalore City,Sex Wise / Group Wise 19 - 30 Years (Females),181
Bangalore City,Sex Wise / Group Wise 31 - 50 Years (Males),10
Bangalore City,Sex Wise / Group Wise 31 - 50 Years (Females),5
Bangalore City,Sex Wise / Group Wise Above 50 Years (Males),0
Bangalore City,Sex Wise / Group Wise Above 50 Years (Females),0
